"plant_no","leafP","leafP_val","plant_name.x.x","genus.x.x","family.x.x","leafN","leafN_val","plant_name.y.x","genus.y.x","family.y.x","plant_name","no_bugs","cl","clonality_state","plant_name.x.y","genus.x.y","family.x.y","dicliny","dicliny_val","plant_name.y.y","genus.y.y","family.y.y"
420030140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THESIUM HUMIFUSUM",4,"Clonality: normal state","Little or no vegetative spread","THESIUM HUMIFUSUM","THESIUM","SANTALACEAE","Dicliny","hermaphrodite","THESIUM HUMIFUSUM","THESIUM","SANTALACEAE"
430020020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VISCUM ALBUM",2,"Clonality: normal state","Little or no vegetative spread","VISCUM ALBUM","VISCUM","VISCACEAE","Dicliny","dioecious","VISCUM ALBUM","VISCUM","VISCACEAE"
450020060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","ARISTOLOCHIA CLEMATITIS","ARISTOLOCHIA","ARISTOLOCHIACEAE"
470010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","KOENIGIA ISLANDICA","KOENIGIA","POLYGONACEAE","Dicliny","hermaphrodite","KOENIGIA ISLANDICA","KOENIGIA","POLYGONACEAE"
470020050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POLYGONUM MARITIMUM","POLYGONUM","POLYGONACEAE",NA,NA,NA,NA,NA
470020130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POLYGONUM OXYSPERMUM","POLYGONUM","POLYGONACEAE","Dicliny","hermaphrodite","POLYGONUM OXYSPERMUM","POLYGONUM","POLYGONACEAE"
470020150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONUM AVICULARE",9,"Clonality: normal state","Little or no vegetative spread","POLYGONUM AVICULARE","POLYGONUM","POLYGONACEAE","Dicliny","hermaphrodite","POLYGONUM AVICULARE","POLYGONUM","POLYGONACEAE"
470020160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POLYGONUM BOREALE","POLYGONUM","POLYGONACEAE","Dicliny","hermaphrodite","POLYGONUM BOREALE","POLYGONUM","POLYGONACEAE"
470020170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POLYGONUM RURIVAGUM","POLYGONUM","POLYGONACEAE","Dicliny","hermaphrodite","POLYGONUM RURIVAGUM","POLYGONUM","POLYGONACEAE"
470020180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","POLYGONUM ARENASTRUM","POLYGONUM","POLYGONACEAE","Dicliny","hermaphrodite","POLYGONUM ARENASTRUM","POLYGONUM","POLYGONACEAE"
470020200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","PERSICARIA MINOR","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA MINOR","PERSICARIA","POLYGONACEAE"
470020220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","PERSICARIA LAXIFLORA","PERSICARIA","POLYGONACEAE"
470020230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA HYDROPIPER",4,"Clonality: normal state","Little or no vegetative spread","PERSICARIA HYDROPIPER","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA HYDROPIPER","PERSICARIA","POLYGONACEAE"
470020250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA MACULOSA",5,"Clonality: normal state","Little or no vegetative spread","PERSICARIA MACULOSA","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA MACULOSA","PERSICARIA","POLYGONACEAE"
470020260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA LAPATHIFOLIA",2,"Clonality: normal state","Little or no vegetative spread","PERSICARIA LAPATHIFOLIA","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA LAPATHIFOLIA","PERSICARIA","POLYGONACEAE"
470020270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA AMPHIBIA",32,"Clonality: normal state","Rhizome far creeping","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE","Dicliny","gynomonoecious","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE"
470020270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA AMPHIBIA",32,"Clonality: normal state","Rhizome far creeping","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE"
470020270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA AMPHIBIA",32,"Clonality: normal state","Rhizome far creeping","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE","Dicliny","gynodioecious","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE"
470020270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PERSICARIA AMPHIBIA",32,"Clonality: normal state","Rhizome far creeping","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE","Dicliny","gynodioecious","PERSICARIA AMPHIBIA","PERSICARIA","POLYGONACEAE"
470020320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","PERSICARIA BISTORTA","PERSICARIA","POLYGONACEAE","Dicliny","gynodioecious","PERSICARIA BISTORTA","PERSICARIA","POLYGONACEAE"
470020320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","PERSICARIA BISTORTA","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA BISTORTA","PERSICARIA","POLYGONACEAE"
470020340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","PERSICARIA VIVIPARA","PERSICARIA","POLYGONACEAE","Dicliny","gynodioecious","PERSICARIA VIVIPARA","PERSICARIA","POLYGONACEAE"
470020340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","PERSICARIA VIVIPARA","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA VIVIPARA","PERSICARIA","POLYGONACEAE"
470020360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","PERSICARIA WALLICHII","PERSICARIA","POLYGONACEAE","Dicliny","hermaphrodite","PERSICARIA WALLICHII","PERSICARIA","POLYGONACEAE"
470030018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","FALLOPIA CONVOLVULUS","FALLOPIA","POLYGONACEAE","Dicliny","hermaphrodite","FALLOPIA CONVOLVULUS","FALLOPIA","POLYGONACEAE"
470030028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","FALLOPIA DUMETORUM","FALLOPIA","POLYGONACEAE","Dicliny","hermaphrodite","FALLOPIA DUMETORUM","FALLOPIA","POLYGONACEAE"
470040010,"Mature leaf P concentration (mg/g)",">3","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Mature leaf N concentration (mg/g)","20-30","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","FALLOPIA JAPONICA",9,"Clonality: normal state","Rhizome far creeping","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE","Dicliny","dioecious","FALLOPIA JAPONICA","FALLOPIA","POLYGONACEAE"
470040020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","FALLOPIA SACHALINENSIS","FALLOPIA","POLYGONACEAE","Dicliny","dioecious","FALLOPIA SACHALINENSIS","FALLOPIA","POLYGONACEAE"
470060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","OXYRIA DIGYNA","OXYRIA","POLYGONACEAE","Dicliny","gynomonoecious","OXYRIA DIGYNA","OXYRIA","POLYGONACEAE"
470080030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX ACETOSELLA",21,"Clonality: normal state","Clones formed by suckering from roots","RUMEX ACETOSELLA","RUMEX","POLYGONACEAE","Dicliny","dioecious","RUMEX ACETOSELLA","RUMEX","POLYGONACEAE"
470080140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX ACETOSA",16,"Clonality: normal state","Little or no vegetative spread","RUMEX ACETOSA","RUMEX","POLYGONACEAE","Dicliny","dioecious","RUMEX ACETOSA","RUMEX","POLYGONACEAE"
470080220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","RUMEX FRUTESCENS","RUMEX","POLYGONACEAE"
470080230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE"
470080230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE","Dicliny","andromonoecious","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE"
470080230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX PSEUDOALPINUS","RUMEX","POLYGONACEAE"
470080240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX AQUATICUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX AQUATICUS","RUMEX","POLYGONACEAE"
470080300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX LONGIFOLIUS","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX LONGIFOLIUS","RUMEX","POLYGONACEAE"
470080300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX LONGIFOLIUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX LONGIFOLIUS","RUMEX","POLYGONACEAE"
470080320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX HYDROLAPATHUM",5,"Clonality: normal state","Little or no vegetative spread","RUMEX HYDROLAPATHUM","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX HYDROLAPATHUM","RUMEX","POLYGONACEAE"
470080350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX PATIENTIA",3,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","RUMEX PATIENTIA","RUMEX","POLYGONACEAE"
470080360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX CRISPUS",9,"Clonality: normal state","Little or no vegetative spread","RUMEX CRISPUS","RUMEX","POLYGONACEAE","Dicliny","andromonoecious","RUMEX CRISPUS","RUMEX","POLYGONACEAE"
470080360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX CRISPUS",9,"Clonality: normal state","Little or no vegetative spread","RUMEX CRISPUS","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX CRISPUS","RUMEX","POLYGONACEAE"
470080360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX CRISPUS",9,"Clonality: normal state","Little or no vegetative spread","RUMEX CRISPUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX CRISPUS","RUMEX","POLYGONACEAE"
470080380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX CONGLOMERATUS",5,"Clonality: normal state","Little or no vegetative spread","RUMEX CONGLOMERATUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX CONGLOMERATUS","RUMEX","POLYGONACEAE"
470080390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE","Dicliny","andromonoecious","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE"
470080390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE","Dicliny","androdioecious","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE"
470080390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX SANGUINEUS","RUMEX","POLYGONACEAE"
470080400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX RUPESTRIS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX RUPESTRIS","RUMEX","POLYGONACEAE"
470080420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PULCHER","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX PULCHER","RUMEX","POLYGONACEAE"
470080420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PULCHER","RUMEX","POLYGONACEAE","Dicliny","androdioecious","RUMEX PULCHER","RUMEX","POLYGONACEAE"
470080420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PULCHER","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX PULCHER","RUMEX","POLYGONACEAE"
470080430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX OBTUSIFOLIUS",11,"Clonality: normal state","Little or no vegetative spread","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE","Dicliny","androdioecious","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE"
470080430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX OBTUSIFOLIUS",11,"Clonality: normal state","Little or no vegetative spread","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE"
470080430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX OBTUSIFOLIUS",11,"Clonality: normal state","Little or no vegetative spread","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX OBTUSIFOLIUS","RUMEX","POLYGONACEAE"
470080450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","RUMEX PALUSTRIS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX PALUSTRIS","RUMEX","POLYGONACEAE"
470080460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX MARITIMUS",3,"Clonality: normal state","Little or no vegetative spread","RUMEX MARITIMUS","RUMEX","POLYGONACEAE","Dicliny","androdioecious","RUMEX MARITIMUS","RUMEX","POLYGONACEAE"
470080460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX MARITIMUS",3,"Clonality: normal state","Little or no vegetative spread","RUMEX MARITIMUS","RUMEX","POLYGONACEAE","Dicliny","gynomonoecious","RUMEX MARITIMUS","RUMEX","POLYGONACEAE"
470080460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RUMEX MARITIMUS",3,"Clonality: normal state","Little or no vegetative spread","RUMEX MARITIMUS","RUMEX","POLYGONACEAE","Dicliny","hermaphrodite","RUMEX MARITIMUS","RUMEX","POLYGONACEAE"
470100029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","dioecious","MUEHLENBECKIA COMPLEXA","MUEHLENBECKIA","POLYGONACEAE"
480020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BETA VULGARIS",6,"Clonality: normal state","Little or no vegetative spread","BETA VULGARIS","BETA","CHENOPODIACEAE","Dicliny","hermaphrodite","BETA VULGARIS","BETA","CHENOPODIACEAE"
480030060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM BONUS-HENRICUS",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM BONUS-HENRICUS","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM BONUS-HENRICUS","CHENOPODIUM","CHENOPODIACEAE"
480030090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM GLAUCUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM GLAUCUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM GLAUCUM","CHENOPODIUM","CHENOPODIACEAE"
480030100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM RUBRUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE"
480030100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM RUBRUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","andromonoecious","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE"
480030100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM RUBRUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","hermaphrodite","CHENOPODIUM RUBRUM","CHENOPODIUM","CHENOPODIACEAE"
480030110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM CHENOPODIOIDES","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM CHENOPODIOIDES","CHENOPODIUM","CHENOPODIACEAE"
480030120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM HYBRIDUM",2,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM HYBRIDUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM HYBRIDUM","CHENOPODIUM","CHENOPODIACEAE"
480030130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM POLYSPERMUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM POLYSPERMUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM POLYSPERMUM","CHENOPODIUM","CHENOPODIACEAE"
480030140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM VULVARIA",2,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM VULVARIA","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM VULVARIA","CHENOPODIUM","CHENOPODIACEAE"
480030140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM VULVARIA",2,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM VULVARIA","CHENOPODIUM","CHENOPODIACEAE","Dicliny","andromonoecious","CHENOPODIUM VULVARIA","CHENOPODIUM","CHENOPODIACEAE"
480030150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM URBICUM",1,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM URBICUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM URBICUM","CHENOPODIUM","CHENOPODIACEAE"
480030160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM MURALE",2,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM MURALE","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM MURALE","CHENOPODIUM","CHENOPODIACEAE"
480030170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM FICIFOLIUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM FICIFOLIUM","CHENOPODIUM","CHENOPODIACEAE"
480030200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","gynomonoecious","CHENOPODIUM OPULIFOLIUM","CHENOPODIUM","CHENOPODIACEAE"
480030210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM ALBUM",17,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM ALBUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","hermaphrodite","CHENOPODIUM ALBUM","CHENOPODIUM","CHENOPODIACEAE"
480030210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CHENOPODIUM ALBUM",17,"Clonality: normal state","Little or no vegetative spread","CHENOPODIUM ALBUM","CHENOPODIUM","CHENOPODIACEAE","Dicliny","gynomonoecious","CHENOPODIUM ALBUM","CHENOPODIUM","CHENOPODIACEAE"
480060110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX LACINIATA",5,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX LACINIATA","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX LACINIATA","ATRIPLEX","CHENOPODIACEAE"
480060130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX LITTORALIS",14,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX LITTORALIS","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX LITTORALIS","ATRIPLEX","CHENOPODIACEAE"
480060150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PATULA",14,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX PATULA","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX PATULA","ATRIPLEX","CHENOPODIACEAE"
480060179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PROSTRATA",8,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX PROSTRATA","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX PROSTRATA","ATRIPLEX","CHENOPODIACEAE"
480060180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX GLABRIUSCULA",7,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX GLABRIUSCULA","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX GLABRIUSCULA","ATRIPLEX","CHENOPODIACEAE"
480060190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX LONGIPES",5,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX LONGIPES","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX LONGIPES","ATRIPLEX","CHENOPODIACEAE"
480060196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PRAECOX",5,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX PRAECOX","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX PRAECOX","ATRIPLEX","CHENOPODIACEAE"
480070010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PORTULACOIDES",11,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX PORTULACOIDES","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX PORTULACOIDES","ATRIPLEX","CHENOPODIACEAE"
480070030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ATRIPLEX PEDUNCULATA",5,"Clonality: normal state","Little or no vegetative spread","ATRIPLEX PEDUNCULATA","ATRIPLEX","CHENOPODIACEAE","Dicliny","monoecious","ATRIPLEX PEDUNCULATA","ATRIPLEX","CHENOPODIACEAE"
480200018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SARCOCORNIA PERENNIS","SARCOCORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210010,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA EUROPAEA","SALICORNIA","CHENOPODIACEAE","SALICORNIA EUROPAEA",4,"Clonality: normal state","Little or no vegetative spread","SALICORNIA EUROPAEA","SALICORNIA","CHENOPODIACEAE","Dicliny","hermaphrodite","SALICORNIA EUROPAEA","SALICORNIA","CHENOPODIACEAE"
480210016,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA OBSCURA","SALICORNIA","CHENOPODIACEAE","SALICORNIA OBSCURA",1,"Clonality: normal state","Little or no vegetative spread","SALICORNIA OBSCURA","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210020,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA RAMOSISSIMA","SALICORNIA","CHENOPODIACEAE","SALICORNIA RAMOSISSIMA",2,"Clonality: normal state","Little or no vegetative spread","SALICORNIA RAMOSISSIMA","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210040,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA PUSILLA","SALICORNIA","CHENOPODIACEAE","SALICORNIA PUSILLA",1,"Clonality: normal state","Little or no vegetative spread","SALICORNIA PUSILLA","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210050,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA NITENS","SALICORNIA","CHENOPODIACEAE","SALICORNIA NITENS",1,"Clonality: normal state","Little or no vegetative spread","SALICORNIA NITENS","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210060,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA FRAGILIS","SALICORNIA","CHENOPODIACEAE","SALICORNIA FRAGILIS",3,"Clonality: normal state","Little or no vegetative spread","SALICORNIA FRAGILIS","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
480210070,NA,NA,NA,NA,NA,"Mature leaf N concentration (mg/g)",">30","SALICORNIA DOLICHOSTACHYA","SALICORNIA","CHENOPODIACEAE","SALICORNIA DOLICHOSTACHYA",1,"Clonality: normal state","Little or no vegetative spread","SALICORNIA DOLICHOSTACHYA","SALICORNIA","CHENOPODIACEAE",NA,NA,NA,NA,NA
